,GOLD Analysis Project ID
10036,Ga0209506
10037,Ga0210384
10038,Ga0118534
10039,Ga0207769
10040,Ga0401362
10041,Ga0102611
10042,Ga0454616
10043,Ga0237832
10044,Ga0066818
10045,Ga0116124
10046,Ga0134844
10047,Ga0316207
10048,Ga0006041
10049,Ga0238545
10050,Ga0268336
10051,Ga0121558
10052,Ga0506521
10053,Ga0157298
10054,Ga0242748
10055,Ga0209400
10056,Ga0137432
10057,Ga0118298
10058,Ga0079202
10059,Ga0126331
10060,Ga0120918
10061,Ga0207806
10062,Ga0213897
10063,Ga0183707
10064,Ga0450706
10065,Ga0453790
10066,Ga0242693
10067,Ga0310748
10068,Ga0209347
10069,Ga0392294
10070,Ga0208135
10071,Ga0214166
10072,Ga0105046
10073,Ga0453692
10074,Ga0007233
10075,Ga0118189
10076,Ga0122288
10077,Ga0466480
10078,Ga0137320
10079,Ga0453894
10080,Ga0115412
10081,Ga0427994
10082,Ga0211535
10083,Ga0210111
10084,Ga0302325
10085,Ga0310830
10086,Ga0010901
10087,Ga0496631
10088,Ga0438316
10089,Ga0500092
10090,Ga0395855
10091,Ga0265356
10092,Ga0308007
10093,Ga0243974
10094,Ga0116245
10095,Ga0115554
10096,Ga0209128
10097,Ga0120985
10098,Ga0121515
10099,Ga0137355
10100,Ga0494703
10101,Ga0217484
10102,Ga0495345
10103,Ga0058689
10104,Ga0255181
10105,Ga0265317
10106,Ga0214927
10107,Ga0066179
10108,Ga0314828
10109,Ga0455825
10110,Ga0066823
10111,Ga0495378
10112,Ga0397534
10113,Ga0224571
10114,Ga0105227
10115,Ga0495501
10116,Ga0115572
10117,Ga0074604
10118,Ga0377192
10119,Ga0131722
10120,Ga0000795
10121,Ga0335057
10122,Ga0499526
10123,Ga0193717
10124,Ga0181350
10125,Ga0373918
10126,Ga0211611
10127,Ga0099826
10128,Ga0451341
10129,Ga0255573
10130,Ga0237819
10131,Ga0501034
10132,Ga0306899
10133,Ga0456127
10134,Ga0212029
10135,Ga0153935
10136,Ga0193992
10137,Ga0007641
10138,Ga0071346
10139,Ga0483942
10140,Ga0135271
10141,Ga0214509
10142,Ga0134459
10143,Ga0114943
10144,Ga0450727
10145,Ga0495346
10146,Ga0491440
10147,Ga0393873
10148,Ga0070710
10149,Ga0168030
10150,Ga0265340
10151,Ga0007143
10152,Ga0157345
10153,Ga0243736
10154,Ga0484768
10155,Ga0450763
10156,Ga0456264
10157,Ga0116222
10158,Ga0308409
10159,Ga0454680
10160,Ga0239419
10161,Ga0237836
10162,Ga0157281
10163,Ga0418695
10164,Ga0214235
10165,Ga0316628
10166,Ga0376447
10167,Ga0118058
10168,Ga0026136
10169,Ga0181605
10170,Ga0224573
10171,Ga0496892
10172,Ga0428163
10173,Ga0120898
10174,Ga0118332
10175,Ga0451732
10176,Ga0115188
10177,Ga0334894
10178,Ga0453187
10179,Ga0211716
10180,Ga0495381
10181,Ga0401341
10182,Ga0119989
10183,Ga0494710
10184,Ga0207551
10185,Ga0372833
10186,Ga0483938
10187,Ga0375941
10188,Ga0213864
10189,Ga0126343
10190,Ga0439438
10191,Ga0395988
10192,Ga0499981
10193,Ga0257155
10194,Ga0099367
10195,Ga0436644
10196,Ga0207807
10197,Ga0454667
10198,Ga0068284
10199,Ga0122228
10200,Ga0373896
10201,Ga0506505
10202,Ga0209804
10203,Ga0118479
10204,Ga0007798
10205,Ga0007642
10206,Ga0121275
10207,Ga0247813
10208,Ga0135517
10209,Ga0450731
10210,Ga0181570
10211,Ga0238435
10212,Ga0115307
10213,Ga0239526
10214,Ga0503139
10215,Ga0456307
10216,Ga0209292
10217,Ga0194034
10218,Ga0119955
10219,Ga0208342
10220,Ga0247339
10221,Ga0193713
10222,Ga0016766
10223,Ga0135165
10224,Ga0210032
10225,Ga0167483
10226,Ga0467069
10227,Ga0118086
10228,Ga0208218
10229,Ga0169688
10230,Ga0428408
10231,Ga0255210
10232,Ga0105109
10233,Ga0117968
10234,Ga0427931
10235,Ga0120800
10236,Ga0207870
10237,Ga0182105
10238,Ga0247713
10239,Ga0208486
10240,Ga0428328
10241,Ga0209131
10242,Ga0239506
10243,Ga0455957
10244,Ga0247787
10245,Ga0243876
10246,Ga0485180
10247,Ga0169796
10248,Ga0208600
10249,Ga0007253
10250,Ga0484005
10251,Ga0209759
10252,Ga0169699
10253,Ga0007190
10254,Ga0105534
10255,Ga0007187
10256,Ga0209454
10257,Ga0122293
10258,Ga0484821
10259,Ga0118462
10260,Ga0401392
10261,Ga0453113
10262,Ga0063011
10263,Ga0121002
10264,Ga0208718
10265,Ga0307299
10266,Ga0394866
10267,Ga0153963
10268,Ga0494496
10269,Ga0120947
10270,Ga0208176
10271,Ga0395715
10272,Ga0243913
10273,Ga0334921
10274,Ga0212092
10275,Ga0453734
10276,Ga0188337
10277,Ga0134071
10278,Ga0256406
10279,Ga0453710
10280,Ga0009030
10281,Ga0121731
10282,Ga0214213
10283,Ga0247795
10284,Ga0436563
10285,Ga0436650
10286,Ga0194048
10287,Ga0428173
10288,Ga0427892
10289,Ga0255216
10290,Ga0395681
10291,Ga0075432
10292,Ga0453935
10293,Ga0208489
10294,Ga0118235
10295,Ga0120107
10296,Ga0105230
10297,Ga0136589
10298,Ga0302192
10299,Ga0334886
10300,Ga0208847
10301,Ga0002994
10302,Ga0113882
10303,Ga0494503
10304,Ga0114948
10305,Ga0501035
10306,Ga0370488
10307,Ga0209204
10308,Ga0182186
10309,Ga0495649
10310,Ga0002902
10311,Ga0121193
10312,Ga0255151
10313,Ga0496929
10314,Ga0115679
10315,Ga0121611
10316,Ga0119977
10317,Ga0193953
10318,Ga0209432
10319,Ga0211624
10320,Ga0208324
10321,Ga0373903
10322,Ga0242419
10323,Ga0163108
10324,Ga0007150
10325,Ga0466411
10326,Ga0066381
10327,Ga0004432
10328,Ga0114972
10329,Ga0450918
10330,Ga0209942
10331,Ga0119878
10332,Ga0169638
10333,Ga0226655
10334,Ga0122269
10335,Ga0209387
10336,Ga0494579
10337,Ga0484756
10338,Ga0211665
10339,Ga0247769
10340,Ga0076929
10341,Ga0503120
10342,Ga0466991
10343,Ga0168037
10344,Ga0007797
10345,Ga0247740
10346,Ga0495648
10347,Ga0111462
10348,Ga0180077
10349,Ga0373584
10350,Ga0394874
10351,Ga0120136
10352,Ga0102885
10353,Ga0208800
10354,Ga0395828
10355,Ga0455797
10356,Ga0482217
10357,Ga0007212
10358,Ga0181415
10359,Ga0209997
10360,Ga0065712
10361,Ga0427878
10362,Ga0181524
10363,Ga0451619
10364,Ga0315335
10365,Ga0120104
10366,Ga0196959
10367,Ga0118163
10368,Ga0209751
10369,Ga0302319
10370,Ga0002905
10371,Ga0453895
10372,Ga0207888
10373,Ga0001887
10374,Ga0495642
10375,Ga0118175
10376,Ga0111491
10377,Ga0169706
10378,Ga0496983
10379,Ga0334981
10380,Ga0395682
10381,Ga0494335
10382,Ga0121713
10383,Ga0066432
10384,Ga0214169
10385,Ga0466550
10386,Ga0223824
10387,Ga0455862
10388,Ga0115222
10389,Ga0122172
10390,Ga0137430
10391,Ga0455975
10392,Ga0376651
10393,Ga0111059
10394,Ga0154001
10395,Ga0418694
10396,Ga0007828
10397,Ga0494474
10398,Ga0224532
10399,Ga0456292
10400,Ga0526439
10401,Ga0118642
10402,Ga0026163
10403,Ga0121530
10404,Ga0105017
10405,Ga0118628
10406,Ga0456044
10407,Ga0393870
10408,Ga0485493
10409,Ga0062383
10410,Ga0182225
10411,Ga0120941
10412,Ga0000781
10413,Ga0134855
10414,Ga0026364
10415,Ga0497542
10416,Ga0118533
10417,Ga0004683
10418,Ga0395877
10419,Ga0208307
10420,Ga0169194
10421,Ga0119793
10422,Ga0455814
10423,Ga0245115
10424,Ga0495604
10425,Ga0256808
10426,Ga0118577
10427,Ga0306875
10428,Ga0208615
10429,Ga0239549
10430,Ga0075318
10431,Ga0207834
10432,Ga0428421
10433,Ga0208026
10434,Ga0207440
10435,Ga0502772
10436,Ga0334802
10437,Ga0335328
10438,Ga0228602
10439,Ga0217553
10440,Ga0456041
10441,Ga0439451
10442,Ga0135176
10443,Ga0401337
10444,Ga0485446
10445,Ga0335260
10446,Ga0209602
10447,Ga0169263
10448,Ga0011204
10449,Ga0453943
10450,Ga0206684
10451,Ga0334797
10452,Ga0004666
10453,Ga0208130
10454,Ga0437629
10455,Ga0120968
10456,Ga0494753
10457,Ga0427921
10458,Ga0247831
10459,Ga0334963
10460,Ga0102633
10461,Ga0335249
10462,Ga0395791
10463,Ga0211485
10464,Ga0182192
10465,Ga0026028
10466,Ga0222676
10467,Ga0454674
10468,Ga0116813
10469,Ga0026113
10470,Ga0075034
10471,Ga0134374
10472,Ga0436575
10473,Ga0026512
10474,Ga0485293
10475,Ga0007235
10476,Ga0169852
10477,Ga0427875
10478,Ga0500110
10479,Ga0497425
10480,Ga0245005
10481,Ga0495565
10482,Ga0451621
10483,Ga0119778
10484,Ga0451392
10485,Ga0211529
10486,Ga0002907
10487,Ga0134850
10488,Ga0153992
10489,Ga0104941
10490,Ga0310698
10491,Ga0302229
10492,Ga0049107
10493,Ga0111231
10494,Ga0134526
10495,Ga0211514
10496,Ga0168029
10497,Ga0209650
10498,Ga0302256
10499,Ga0190352
10500,Ga0496009
10501,Ga0119987
10502,Ga0104979
10503,Ga0247761
10504,Ga0183679
10505,Ga0099622
10506,Ga0193721
10507,Ga0495324
10508,Ga0026482
10509,Ga0181530
10510,Ga0117849
10511,Ga0211505
10512,Ga0066483
10513,Ga0494202
10514,Ga0114860
10515,Ga0105062
10516,Ga0242727
10517,Ga0197685
10518,Ga0169635
10519,Ga0486819
10520,Ga0136637
10521,Ga0485445
10522,Ga0114870
10523,Ga0104025
10524,Ga0247262
10525,Ga0157333
10526,Ga0394830
10527,Ga0081526
10528,Ga0497032
10529,Ga0070704
10530,Ga0181364
10531,Ga0098055
10532,Ga0453983
10533,Ga0494749
10534,Ga0081592
10535,Ga0041909
10536,Ga0451602
10537,Ga0456093
10538,Ga0066658
10539,Ga0065713
10540,Ga0482258
10541,Ga0209884
10542,Ga0235733
10543,Ga0484858
10544,Ga0335300
10545,Ga0436632
10546,Ga0209964
10547,Ga0491449
10548,Ga0484865
10549,Ga0025995
10550,Ga0244218
10551,Ga0497031
10552,Ga0268342
10553,Ga0129311
10554,Ga0482173
10555,Ga0453064
10556,Ga0025862
10557,Ga0154006
10558,Ga0197144
10559,Ga0209776
10560,Ga0121078
10561,Ga0428332
10562,Ga0334749
10563,Ga0137312
10564,Ga0255757
10565,Ga0455920
10566,Ga0466313
10567,Ga0436651
10568,Ga0245549
10569,Ga0098048
10570,Ga0480569
10571,Ga0099707
10572,Ga0075282
10573,Ga0240056
10574,Ga0122854
10575,Ga0392306
10576,Ga0169931
10577,Ga0134404
10578,Ga0121158
10579,Ga0026678
10580,Ga0435319
10581,Ga0238560
10582,Ga0121608
10583,Ga0335069
10584,Ga0436664
10585,Ga0111050
10586,Ga0104929
10587,Ga0496071
10588,Ga0187824
10589,Ga0078932
10590,Ga0494377
10591,Ga0026714
10592,Ga0466984
10593,Ga0209576
10594,Ga0207928
10595,Ga0255142
10596,Ga0118259
10597,Ga0247036
10598,Ga0211479
10599,Ga0121423
10600,Ga0228641
10601,Ga0181577
10602,Ga0182162
10603,Ga0102639
10604,Ga0209367
10605,Ga0122880
10606,Ga0102887
10607,Ga0455956
10608,Ga0120328
10609,Ga0314852
10610,Ga0118371
10611,Ga0456051
10612,Ga0184616
10613,Ga0116195
10614,Ga0116225
10615,Ga0495468
10616,Ga0491434
10617,Ga0482216
10618,Ga0455804
10619,Ga0122231
10620,Ga0453985
10621,Ga0134299
10622,Ga0208056
10623,Ga0485898
10624,Ga0104831
10625,Ga0334910
10626,Ga0315281
10627,Ga0118648
10628,Ga0483939
10629,Ga0208590
10630,Ga0136624
10631,Ga0004455
10632,Ga0495515
10633,Ga0209150
10634,Ga0073934
10635,Ga0484773
10636,Ga0453095
10637,Ga0121592
10638,Ga0427877
10639,Ga0484861
10640,Ga0209951
10641,Ga0427890
10642,Ga0169609
10643,Ga0498779
10644,Ga0118141
10645,Ga0007193
10646,Ga0153979
10647,Ga0153936
10648,Ga0102917
10649,Ga0187905
10650,Ga0364923
10651,Ga0247266
10652,Ga0209164
10653,Ga0207423
10654,Ga0207668
10655,Ga0210102
10656,Ga0119784
10657,Ga0211648
10658,Ga0160488
10659,Ga0498770
10660,Ga0485422
10661,Ga0247259
10662,Ga0214174
10663,Ga0318572
10664,Ga0485383
10665,Ga0326764
10666,Ga0120922
10667,Ga0224904
10668,Ga0395915
10669,Ga0211565
10670,Ga0120865
10671,Ga0075290
10672,Ga0157358
10673,Ga0181528
10674,Ga0214872
10675,Ga0209746
10676,Ga0395770
10677,Ga0008639
10678,Ga0188177
10679,Ga0255093
10680,Ga0187823
10681,Ga0309766
10682,Ga0466310
10683,Ga0495330
10684,Ga0309769
10685,Ga0193731
10686,Ga0233399
10687,Ga0237834
10688,Ga0495670
10689,Ga0455833
10690,Ga0247791
10691,Ga0238578
10692,Ga0209209
10693,Ga0208931
10694,Ga0118215
10695,Ga0118030
10696,Ga0136655
10697,Ga0246060
10698,Ga0005343
10699,Ga0208946
10700,Ga0436463
10701,Ga0209842
10702,Ga0376449
10703,Ga0207922
10704,Ga0485877
10705,Ga0213495
10706,Ga0168036
10707,Ga0233340
10708,Ga0224502
10709,Ga0394880
10710,Ga0116619
10711,Ga0100250
10712,Ga0193737
10713,Ga0075029
10714,Ga0495652
10715,Ga0484694
10716,Ga0453965
10717,Ga0056908
10718,Ga0454591
10719,Ga0116620
10720,Ga0310885
10721,Ga0211512
10722,Ga0002581
10723,Ga0455853
10724,Ga0121588
10725,Ga0451584
10726,Ga0392382
10727,Ga0208820
10728,Ga0010827
10729,Ga0119875
10730,Ga0101802
10731,Ga0190316
10732,Ga0504773
10733,Ga0065177
10734,Ga0310752
10735,Ga0504700
10736,Ga0255137
10737,Ga0207680
10738,Ga0208378
10739,Ga0528472
10740,Ga0486849
10741,Ga0456316
10742,Ga0008486
10743,Ga0316631
10744,Ga0334745
10745,Ga0193986
10746,Ga0075365
10747,Ga0098044
10748,Ga0120911
10749,Ga0122284
10750,Ga0207601
10751,Ga0428026
10752,Ga0118339
10753,Ga0222658
10754,Ga0139299
10755,Ga0326845
10756,Ga0168759
10757,Ga0451607
10758,Ga0208401
10759,Ga0494388
10760,Ga0182159
10761,Ga0428034
10762,Ga0495590
10763,Ga0102963
10764,Ga0066836
10765,Ga0335333
10766,Ga0207958
10767,Ga0494555
10768,Ga0497558
10769,Ga0495432
10770,Ga0118495
10771,Ga0302054
10772,Ga0001971
10773,Ga0495679
10774,Ga0394078
10775,Ga0498935
10776,Ga0208808
10777,Ga0075431
10778,Ga0120140
10779,Ga0455824
10780,Ga0026184
10781,Ga0210034
10782,Ga0211539
10783,Ga0428317
10784,Ga0131734
10785,Ga0079288
10786,Ga0453108
10787,Ga0364935
10788,Ga0208717
10789,Ga0257020
10790,Ga0105572
10791,Ga0209129
10792,Ga0485158
10793,Ga0208928
10794,Ga0224628
10795,Ga0134360
10796,Ga0302212
10797,Ga0169856
10798,Ga0494461
10799,Ga0265348
10800,Ga0307984
10801,Ga0209714
10802,Ga0026142
10803,Ga0450794
10804,Ga0055538
10805,Ga0308392
10806,Ga0026460
10807,Ga0482155
10808,Ga0115564
10809,Ga0136651
10810,Ga0187870
10811,Ga0157351
10812,Ga0066829
10813,Ga0196960
10814,Ga0265355
10815,Ga0209229
10816,Ga0183734
10817,Ga0402106
10818,Ga0121551
10819,Ga0208317
10820,Ga0104973
10821,Ga0079287
10822,Ga0066868
10823,Ga0193997
10824,Ga0496013
10825,Ga0099795
10826,Ga0006234
10827,Ga0207709
10828,Ga0394157
10829,Ga0528805
10830,Ga0121160
10831,Ga0180216
10832,Ga0495320
10833,Ga0233428
10834,Ga0302242
10835,Ga0207692
10836,Ga0118208
10837,Ga0482194
10838,Ga0315322
10839,Ga0116142
10840,Ga0118247
10841,Ga0453686
10842,Ga0451635
10843,Ga0307964
10844,Ga0167632
10845,Ga0307281
10846,Ga0428083
10847,Ga0120134
10848,Ga0211517
10849,Ga0208551
10850,Ga0211585
10851,Ga0311354
10852,Ga0194063
10853,Ga0066698
10854,Ga0453944
10855,Ga0243136
10856,Ga0075525
10857,Ga0196976
10858,Ga0224507
10859,Ga0217538
10860,Ga0491442
10861,Ga0187820
10862,Ga0122271
10863,Ga0335016
10864,Ga0121726
10865,Ga0061025
10866,Ga0098033
10867,Ga0217465
10868,Ga0438299
10869,Ga0080002
10870,Ga0222694
10871,Ga0495331
10872,Ga0194117
10873,Ga0121342
10874,Ga0116637
10875,Ga0026518
10876,Ga0004438
10877,Ga0427927
10878,Ga0136604
10879,Ga0376031
10880,Ga0213876
10881,Ga0073907
10882,Ga0428272
10883,Ga0307487
10884,Ga0527078
10885,Ga0209606
10886,Ga0501194
10887,Ga0207552
10888,Ga0209168
10889,Ga0208420
10890,Ga0005052
10891,Ga0070723
10892,Ga0484778
10893,Ga0026511
10894,Ga0211608
10895,Ga0111016
10896,Ga0237835
10897,Ga0453152
10898,Ga0395728
10899,Ga0455950
10900,Ga0181568
10901,Ga0209393
10902,Ga0120793
10903,Ga0209688
10904,Ga0466944
10905,Ga0494758
10906,Ga0007024
10907,Ga0214197
10908,Ga0435369
10909,Ga0121212
10910,Ga0207977
10911,Ga0075529
10912,Ga0118040
10913,Ga0233343
10914,Ga0110922
10915,Ga0207609
10916,Ga0134880
10917,Ga0119910
10918,Ga0120380
10919,Ga0209889
10920,Ga0268294
10921,Ga0247835
10922,Ga0006053
10923,Ga0494207
10924,Ga0307317
10925,Ga0237951
10926,Ga0497582
10927,Ga0070766
10928,Ga0531544
10929,Ga0316214
10930,Ga0005056
10931,Ga0211677
10932,Ga0073900
10933,Ga0194043
10934,Ga0123338
10935,Ga0193765
10936,Ga0370482
10937,Ga0026503
10938,Ga0181381
10939,Ga0435294
10940,Ga0310123
10941,Ga0000799
10942,Ga0451488
10943,Ga0207659
10944,Ga0134437
10945,Ga0007809
10946,Ga0500148
10947,Ga0428208
10948,Ga0485288
10949,Ga0485289
10950,Ga0307291
10951,Ga0510221
10952,Ga0438286
10953,Ga0224422
10954,Ga0394873
10955,Ga0099714
10956,Ga0105096
10957,Ga0025777
10958,Ga0211525
10959,Ga0302081
10960,Ga0428463
10961,Ga0310344
10962,Ga0334898
10963,Ga0272424
10964,Ga0255213
10965,Ga0501149
10966,Ga0208414
10967,Ga0436477
10968,Ga0495615
10969,Ga0169243
10970,Ga0302064
10971,Ga0376086
10972,Ga0494709
10973,Ga0494367
10974,Ga0494113
10975,Ga0120967
10976,Ga0395646
10977,Ga0395991
10978,Ga0114976
10979,Ga0007882
10980,Ga0485419
10981,Ga0428110
10982,Ga0208390
10983,Ga0207735
10984,Ga0302295
10985,Ga0315289
10986,Ga0228614
10987,Ga0208686
10988,Ga0079304
10989,Ga0074074
10990,Ga0453215
10991,Ga0302153
10992,Ga0376027
10993,Ga0209828
10994,Ga0078889
10995,Ga0334835
10996,Ga0007877
10997,Ga0494495
10998,Ga0182193
10999,Ga0075269
11000,Ga0210103
11001,Ga0454654
11002,Ga0306865
11003,Ga0211683
11004,Ga0210383
11005,Ga0135166
11006,Ga0393880
11007,Ga0118632
11008,Ga0068690
11009,Ga0500129
11010,Ga0118597
11011,Ga0207874
11012,Ga0453696
11013,Ga0495460
11014,Ga0066437
11015,Ga0118380
11016,Ga0075448
11017,Ga0316195
11018,Ga0131720
11019,Ga0500032
11020,Ga0098034
11021,Ga0008062
11022,Ga0172374
11023,Ga0242724
11024,Ga0307302
11025,Ga0436592
11026,Ga0497332
11027,Ga0190343
11028,Ga0496924
11029,Ga0001886
11030,Ga0209242
11031,Ga0211664
11032,Ga0207469
11033,Ga0494126
11034,Ga0454599
11035,Ga0209509
11036,Ga0456326
11037,Ga0495372
11038,Ga0500069
11039,Ga0376509
11040,Ga0400338
11041,Ga0209549
11042,Ga0209674
11043,Ga0255743
11044,Ga0208921
11045,Ga0007813
11046,Ga0531111
11047,Ga0119867
11048,Ga0496114
11049,Ga0208982
11050,Ga0214529
11051,Ga0243753
11052,Ga0485230
11053,Ga0137343
11054,Ga0169650
11055,Ga0247841
11056,Ga0208747
11057,Ga0450710
11058,Ga0134089
11059,Ga0209705
11060,Ga0208772
11061,Ga0482225
11062,Ga0068473
11063,Ga0118180
11064,Ga0255170
11065,Ga0002399
11066,Ga0097682
11067,Ga0207757
11068,Ga0428485
11069,Ga0485501
11070,Ga0311366
11071,Ga0334926
11072,Ga0169723
11073,Ga0208712
11074,Ga0466386
11075,Ga0066370
11076,Ga0208016
11077,Ga0500038
11078,Ga0004431
11079,Ga0376666
11080,Ga0484723
11081,Ga0208311
11082,Ga0100396
11083,Ga0001989
11084,Ga0118584
11085,Ga0134400
11086,Ga0056135
11087,Ga0122305
11088,Ga0182011
11089,Ga0118042
11090,Ga0395731
11091,Ga0334858
11092,Ga0494170
11093,Ga0497102
11094,Ga0163111
11095,Ga0208457
11096,Ga0394119
11097,Ga0002525
11098,Ga0233345
11099,Ga0485895
11100,Ga0055483
11101,Ga0209038
11102,Ga0245188
11103,Ga0193968
11104,Ga0214167
11105,Ga0211679
11106,Ga0008478
11107,Ga0026320
11108,Ga0068872
11109,Ga0209006
11110,Ga0498737
11111,Ga0120781
11112,Ga0210085
11113,Ga0526459
11114,Ga0456323
11115,Ga0466966
11116,Ga0243887
11117,Ga0211569
11118,Ga0247734
11119,Ga0210116
11120,Ga0453748
11121,Ga0099555
11122,Ga0495535
11123,Ga0208440
11124,Ga0066469
11125,Ga0117820
11126,Ga0484790
11127,Ga0494143
11128,Ga0208181
11129,Ga0137449
11130,Ga0208017
11131,Ga0121162
11132,Ga0116170
11133,Ga0105356
11134,Ga0169582
11135,Ga0169646
11136,Ga0209381
11137,Ga0118145
11138,Ga0208288
11139,Ga0235796
11140,Ga0217456
11141,Ga0395648
11142,Ga0118091
11143,Ga0485888
11144,Ga0307313
11145,Ga0049096
11146,Ga0118021
11147,Ga0119926
11148,Ga0118330
11149,Ga0334762
11150,Ga0228699
11151,Ga0182236
11152,Ga0207630
11153,Ga0400203
11154,Ga0007778
11155,Ga0496617
11156,Ga0120336
11157,Ga0153961
11158,Ga0208737
11159,Ga0118583
11160,Ga0207860
11161,Ga0373960
11162,Ga0121516
11163,Ga0401374
11164,Ga0190361
11165,Ga0103266
11166,Ga0302243
11167,Ga0005854
11168,Ga0491444
11169,Ga0065182
11170,Ga0134603
11171,Ga0376472
11172,Ga0007149
11173,Ga0105955
11174,Ga0055491
11175,Ga0209906
11176,Ga0209099
11177,Ga0222683
11178,Ga0466299
11179,Ga0160476
11180,Ga0373480
11181,Ga0118185
11182,Ga0105809
11183,Ga0115196
11184,Ga0026117
11185,Ga0208977
11186,Ga0100175
11187,Ga0256816
11188,Ga0137390
11189,Ga0326721
11190,Ga0237902
11191,Ga0436439
11192,Ga0207752
11193,Ga0181404
11194,Ga0494112
11195,Ga0495555
11196,Ga0070700
11197,Ga0451491
11198,Ga0224561
11199,Ga0485172
11200,Ga0182000
11201,Ga0500047
11202,Ga0494135
11203,Ga0001929
11204,Ga0245046
11205,Ga0213898
11206,Ga0207932
11207,Ga0372809
11208,Ga0118556
11209,Ga0454631
11210,Ga0003616
11211,Ga0395697
11212,Ga0334889
11213,Ga0395670
11214,Ga0395906
11215,Ga0451685
11216,Ga0105503
11217,Ga0210083
11218,Ga0070713
11219,Ga0498841
11220,Ga0123333
11221,Ga0217490
11222,Ga0318501
11223,Ga0239522
11224,Ga0007824
11225,Ga0194121
11226,Ga0497560
11227,Ga0494210
11228,Ga0003620
11229,Ga0135250
11230,Ga0137389
11231,Ga0066788
11232,Ga0265323
11233,Ga0115608
11234,Ga0373397
11235,Ga0182191
11236,Ga0207554
11237,Ga0497521
11238,Ga0026459
11239,Ga0134561
11240,Ga0428349
11241,Ga0104149
11242,Ga0393280
11243,Ga0484806
11244,Ga0498786
11245,Ga0169674
11246,Ga0436662
11247,Ga0435340
11248,Ga0207975
11249,Ga0394228
11250,Ga0214176
11251,Ga0494403
11252,Ga0105079
11253,Ga0454626
11254,Ga0494801
11255,Ga0455786
11256,Ga0453208
11257,Ga0370466
11258,Ga0117832
11259,Ga0372943
11260,Ga0101801
11261,Ga0120761
11262,Ga0494404
11263,Ga0467066
11264,Ga0004446
11265,Ga0116117
11266,Ga0370493
11267,Ga0209295
11268,Ga0007438
11269,Ga0207722
11270,Ga0114085
11271,Ga0373586
11272,Ga0208995
11273,Ga0119896
11274,Ga0066401
11275,Ga0244121
11276,Ga0119802
11277,Ga0334879
11278,Ga0376489
11279,Ga0193696
11280,Ga0500095
11281,Ga0003446
11282,Ga0006069
11283,Ga0395859
11284,Ga0105118
11285,Ga0325402
11286,Ga0208341
11287,Ga0453932
11288,Ga0068485
11289,Ga0497564
11290,Ga0168677
11291,Ga0318527
11292,Ga0326840
11293,Ga0494174
11294,Ga0208926
11295,Ga0428246
11296,Ga0483961
11297,Ga0243805
11298,Ga0137373
11299,Ga0135252
11300,Ga0105074
11301,Ga0208011
11302,Ga0494576
11303,Ga0495503
11304,Ga0070715
11305,Ga0306880
11306,Ga0182215
11307,Ga0453950
11308,Ga0494055
11309,Ga0480448
11310,Ga0183260
11311,Ga0255341
11312,Ga0377194
11313,Ga0302285
11314,Ga0482187
11315,Ga0211689
11316,Ga0157338
11317,Ga0120339
11318,Ga0066177
11319,Ga0121543
11320,Ga0209357
11321,Ga0118277
11322,Ga0224500
11323,Ga0494740
11324,Ga0495398
11325,Ga0224570
11326,Ga0454390
11327,Ga0484900
11328,Ga0065725
11329,Ga0115616
11330,Ga0485325
11331,Ga0257156
11332,Ga0428143
11333,Ga0213905
11334,Ga0126362
11335,Ga0136588
11336,Ga0183662
11337,Ga0373575
11338,Ga0208058
11339,Ga0395839
11340,Ga0169205
11341,Ga0116842
11342,Ga0210016
11343,Ga0308399
11344,Ga0428465
11345,Ga0246156
11346,Ga0208816
11347,Ga0316607
11348,Ga0316622
11349,Ga0208265
11350,Ga0466301
11351,Ga0008111
11352,Ga0480585
11353,Ga0496625
11354,Ga0078825
11355,Ga0207679
11356,Ga0133749
11357,Ga0268357
11358,Ga0134545
11359,Ga0188166
11360,Ga0222663
11361,Ga0500126
11362,Ga0455813
11363,Ga0079043
11364,Ga0133738
11365,Ga0010998
11366,Ga0026178
11367,Ga0318576
11368,Ga0211527
11369,Ga0062441
11370,Ga0450802
11371,Ga0485848
11372,Ga0208603
11373,Ga0208353
11374,Ga0245300
11375,Ga0121635
11376,Ga0066691
11377,Ga0003724
11378,Ga0118545
11379,Ga0318570
11380,Ga0302267
11381,Ga0012549
11382,Ga0209306
11383,Ga0456095
11384,Ga0484817
11385,Ga0004523
11386,Ga0370490
11387,Ga0466986
11388,Ga0428213
11389,Ga0456311
11390,Ga0451631
11391,Ga0496079
11392,Ga0004278
11393,Ga0118029
11394,Ga0242423
11395,Ga0167622
11396,Ga0003622
11397,Ga0316605
11398,Ga0451589
11399,Ga0102948
11400,Ga0126332
11401,Ga0116179
11402,Ga0210037
11403,Ga0495547
11404,Ga0255040
11405,Ga0207526
11406,Ga0453660
11407,Ga0111060
11408,Ga0116686
11409,Ga0102818
11410,Ga0302171
11411,Ga0238548
11412,Ga0482171
11413,Ga0003488
11414,Ga0075434
11415,Ga0455835
11416,Ga0168714
11417,Ga0494518
11418,Ga0026108
11419,Ga0118367
11420,Ga0099823
11421,Ga0023010
11422,Ga0209076
11423,Ga0435351
11424,Ga0105039
11425,Ga0326738
11426,Ga0119929
11427,Ga0134384
11428,Ga0453218
11429,Ga0467036
11430,Ga0012467
11431,Ga0245021
11432,Ga0242420
11433,Ga0208128
